method,clustNum,prop
RETCHER,5,0.975992884
RETCHER,5,0.814211286
RETCHER,5,0.832243509
RETCHER,5,0.779678005
RETCHER,5,0.791601222
RETCHER,5,0.923235502
RETCHER,5,0.849141167
RETCHER,5,0.736702186
RETCHER,5,0.997361972
RETCHER,5,0.846618722
RETCHER,5,0.846618722
RETCHER,5,0.739346259
RETCHER,5,0.779678005
RETCHER,5,0.71911066
RETCHER,5,1
RETCHER,5,0.937969708
RETCHER,5,0.809504894
RETCHER,5,0.842088952
RETCHER,5,0.779678005
RETCHER,5,0.866313872
RETCHER,7,0.737363241
RETCHER,7,0.693896667
RETCHER,7,0.610183852
RETCHER,7,0.821320294
RETCHER,7,0.875754801
RETCHER,7,0.824694864
RETCHER,7,0.805354757
RETCHER,7,0.787466549
RETCHER,7,0.738909091
RETCHER,7,0.599097905
RETCHER,7,0.662041149
RETCHER,7,0.732033901
RETCHER,7,0.840017827
RETCHER,7,0.985641666
RETCHER,7,0.856965617
RETCHER,7,0.74809239
RETCHER,7,0.802086631
RETCHER,7,0.812266442
RETCHER,7,0.730004228
RETCHER,7,0.641326787
RETCHER,9,0.605288077
RETCHER,9,0.766710644
RETCHER,9,0.63326128
RETCHER,9,0.787682428
RETCHER,9,0.94855295
RETCHER,9,0.802151053
RETCHER,9,0.712101044
RETCHER,9,0.761865354
RETCHER,9,0.746480392
RETCHER,9,0.49137214
RETCHER,9,0.70056083
RETCHER,9,0.605288077
RETCHER,9,0.687397325
RETCHER,9,0.826340534
RETCHER,9,0.723330191
RETCHER,9,0.800788714
RETCHER,9,0.605288077
RETCHER,9,0.637267696
RETCHER,9,0.605288077
RETCHER,9,0.652906875
pyclone,5,0.731525302
pyclone,5,0.762528451
pyclone,5,0.853555123
pyclone,5,0.71708889
pyclone,5,0.868536567
pyclone,5,0.826330375
pyclone,5,0.790455335
pyclone,5,0.737367629
pyclone,5,0.817927987
pyclone,5,1
pyclone,5,0.730774541
pyclone,5,0.855243747
pyclone,5,0.779223153
pyclone,5,0.778834783
pyclone,5,0.807070248
pyclone,5,0.773779881
pyclone,5,0.751451014
pyclone,5,0.796422255
pyclone,5,0.787973003
pyclone,5,0.805641399
pyclone,7,0.826589236
pyclone,7,0.754106364
pyclone,7,0.710911035
pyclone,7,0.616995467
pyclone,7,0.692474612
pyclone,7,0.861044395
pyclone,7,0.674565785
pyclone,7,0.723412378
pyclone,7,0.745902028
pyclone,7,0.51459324
pyclone,7,0.77310667
pyclone,7,0.63053462
pyclone,7,0.761928598
pyclone,7,0.571790703
pyclone,7,0.824314319
pyclone,7,0.697065205
pyclone,7,0.758916011
pyclone,7,0.741302511
pyclone,7,0.757002459
pyclone,7,0.823770054
pyclone,9,0.656453308
pyclone,9,0.69848824
pyclone,9,0.56974605
pyclone,9,0.827323137
pyclone,9,0.762150502
pyclone,9,0.640228074
pyclone,9,0.830257801
pyclone,9,0.617920114
pyclone,9,0.769101884
pyclone,9,0.595618176
pyclone,9,0.617090523
pyclone,9,0.771730325
pyclone,9,0.635785425
pyclone,9,0.673574881
pyclone,9,0.591673108
pyclone,9,0.686287042
pyclone,9,0.687331612
pyclone,9,0.545153691
pyclone,9,0.560966879
pyclone,9,0.4059674
